1104,0,0,0,0,0,0,5,2,11,4,2,6,2,0,2,11,17,0,2,9,8,8,2,7,5,2,18,7,15,22
1109,0,1,0,2,0,1,1,0,1,0,0,0,0,0,1,1,4,6,1,3,0,1,11,0,0,0,0,0,1,2
1112,0,0,0,2,2,0,0,0,1,0,0,0,1,0,3,6,0,11,8,1,0,4,3,13,0,0,30,0,0,9
1128,5,4,4,8,6,4,2,0,0,0,1,0,1,0,1,0,5,2,2,2,1,1,7,0,0,0,0,1,0,0
1139,0,30,0,5,2,2,0,0,0,2,1,0,0,3,0,1,0,3,1,12,1,0,3,0,0,0,7,2,3,6
1146,2,0,4,8,2,1,2,5,2,3,0,5,0,0,2,7,0,1,3,2,2,5,2,1,0,0,0,0,2,0
1147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,5,3,4,4,12,6,0,2,22,37,35,27
1167,0,5,8,18,28,0,5,3,0,3,5,1,1,0,1,0,2,1,1,0,0,2,3,1,0,0,2,2,0,0
1169,0,0,12,0,0,0,0,0,0,36,12,0,0,0,60,36,24,87,74,12,24,12,99,324,0,12,105,48,48,12
1174,0,0,2,1,0,0,1,1,2,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,2,1,1,0
1184,3,0,1,11,0,0,1,0,0,1,0,0,0,0,8,8,3,12,0,1,3,1,9,9,0,0,1,0,0,0
1189,0,0,0,7,13,0,0,2,2,3,10,0,3,0,5,1,1,4,2,27,0,4,2,2,0,0,1,14,0,0
1192,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,2,2,10,5,4,2,3,2,0,1,0,3,4,7,8
1200,0,0,0,0,1,1,1,0,0,0,0,4,0,0,1,0,2,1,4,3,8,4,4,2,0,0,2,0,4,0
